customer_transaction_id,transaction_date,services_availed,Haircut,Hair Styling,Premium Bleach and Color,Premium Color,Hair Rebonding,Brazilian Blowout,Keratin Treatment,Traditional Hot Oil,Cellophane Hair Spa,Scalp Detox,Deep Hydration Hair Mask,Classic Manicure,Classic Pedicure,Callus-Removal Foot Spa,Gel Nail Extension,Eyebrow Threading,Eyebrow Tinting,Eyelash Extensions,Gluta IV Drip,Vitamin C Push,Underarm Waxing,Brazilian Waxing,Bikini Waxing,Leg Waxing,Full-Body Waxing
CTID26,2025-03-13,Eyebrow Threading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CTID27,2025-03-14,"Deep Hydration Hair Mask, Premium Bleach and Color, Haircut",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID28,2025-03-14,"Eyebrow Tinting, Keratin Treatment, Eyebrow Threading",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CTID29,2025-03-14,"Premium Color, Haircut",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID30,2025-03-14,Gluta IV Drip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CTID31,2025-03-14,"Deep Hydration Hair Mask, Premium Color",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID32,2025-03-14,"Full-Body Waxing, Deep Hydration Hair Mask, Premium Color",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CTID33,2025-03-14,"Gluta IV Drip, Vitamin C Push",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CTID34,2025-03-15,"Deep Hydration Hair Mask, Premium Bleach and Color, Haircut",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID35,2025-03-15,"Classic Pedicure, Classic Manicure, Callus-Removal Foot Spa",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID36,2025-03-15,"Deep Hydration Hair Mask, Premium Bleach and Color, Vitamin C Push, Haircut",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CTID37,2025-03-15,"Classic Pedicure, Classic Manicure",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID38,2025-03-15,"Classic Pedicure, Classic Manicure",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID39,2025-03-15,"Haircut, Brazilian Waxing",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CTID40,2025-03-15,"Gluta IV Drip, Vitamin C Push",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CTID41,2025-03-16,"Premium Bleach and Color, Haircut",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID42,2025-03-16,"Classic Pedicure, Classic Manicure",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID43,2025-03-16,"Gluta IV Drip, Vitamin C Push",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CTID44,2025-03-17,"Classic Pedicure, Classic Manicure",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID45,2025-03-17,"Classic Pedicure, Classic Manicure, Callus-Removal Foot Spa",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID46,2025-03-18,"Gluta IV Drip, Vitamin C Push",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CTID47,2025-03-18,"Classic Pedicure, Haircut, Classic Manicure",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID48,2025-03-19,"Deep Hydration Hair Mask, Premium Color",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID49,2025-03-19,"Classic Pedicure, Classic Manicure",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID50,2025-03-19,"Premium Bleach and Color, Haircut",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID51,2025-03-20,"Premium Color, Haircut",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID52,2025-03-21,"Gluta IV Drip, Vitamin C Push",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CTID53,2025-03-21,Keratin Treatment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID54,2025-03-22,"Vitamin C Push, Traditional Hot Oil",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CTID55,2025-03-22,"Haircut, Premium Bleach and Color, Brazilian Blowout",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID56,2025-03-23,Eyelash Extensions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CTID57,2025-03-23,"Eyebrow Tinting, Premium Color, Eyebrow Threading",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CTID58,2025-03-23,"Classic Pedicure, Classic Manicure, Callus-Removal Foot Spa",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID59,2025-03-24,Gluta IV Drip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CTID60,2025-03-24,"Eyebrow Tinting, Eyebrow Threading",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CTID61,2025-03-24,"Classic Pedicure, Classic Manicure",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID62,2025-03-24,Hair Styling,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID63,2025-03-24,"Gluta IV Drip, Vitamin C Push",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CTID64,2025-03-24,"Classic Pedicure, Classic Manicure",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID65,2025-03-24,Hair Rebonding,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID66,2025-03-25,"Deep Hydration Hair Mask, Premium Bleach and Color, Haircut",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID67,2025-03-25,"Premium Color, Haircut, Underarm Waxing",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CTID68,2025-03-25,"Classic Pedicure, Classic Manicure, Callus-Removal Foot Spa",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID69,2025-03-25,Premium Bleach and Color,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID70,2025-03-25,"Classic Pedicure, Classic Manicure",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID71,2025-03-25,"Classic Pedicure, Classic Manicure",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID72,2025-03-26,"Haircut, Hair Rebonding",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID73,2025-03-26,"Eyebrow Tinting, Eyebrow Threading",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CTID74,2025-03-26,"Gluta IV Drip, Premium Color, Vitamin C Push",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CTID75,2025-03-26,"Haircut, Hair Rebonding",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID76,2025-03-26,"Classic Pedicure, Classic Manicure, Hair Styling",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID77,2025-03-26,"Classic Pedicure, Full-Body Waxing, Classic Manicure",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
CTID78,2025-03-26,"Classic Pedicure, Classic Manicure",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID79,2025-03-27,"Eyebrow Tinting, Brazilian Blowout",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CTID80,2025-03-27,"Premium Color, Haircut",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID81,2025-03-27,"Classic Pedicure, Classic Manicure",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID82,2025-03-27,"Classic Pedicure, Classic Manicure",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID83,2025-03-29,"Classic Pedicure, Classic Manicure, Callus-Removal Foot Spa",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID84,2025-03-30,Keratin Treatment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID85,2025-03-31,"Deep Hydration Hair Mask, Premium Color, Cellophane Hair Spa, Haircut",1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID86,2025-03-31,"Gluta IV Drip, Vitamin C Push",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CTID87,2025-04-01,"Premium Bleach and Color, Haircut",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID88,2025-04-01,"Premium Bleach and Color, Haircut",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID89,2025-04-01,"Keratin Treatment, Haircut",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID90,2025-04-02,"Haircut, Gel Nail Extension, Hair Rebonding",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CTID91,2025-04-02,"Classic Pedicure, Classic Manicure",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID92,2025-04-03,"Eyebrow Tinting, Eyebrow Threading",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CTID93,2025-04-03,"Classic Pedicure, Classic Manicure",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID94,2025-04-03,"Gluta IV Drip, Scalp Detox, Vitamin C Push",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CTID95,2025-04-03,"Gluta IV Drip, Vitamin C Push",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CTID96,2025-04-03,"Gluta IV Drip, Vitamin C Push, Bikini Waxing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
CTID97,2025-04-03,Vitamin C Push,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CTID98,2025-04-04,"Premium Bleach and Color, Haircut",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID99,2025-04-04,Gluta IV Drip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CTID100,2025-04-04,"Classic Pedicure, Classic Manicure, Callus-Removal Foot Spa",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID101,2025-04-05,"Premium Color, Haircut, Traditional Hot Oil",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID102,2025-04-05,"Premium Bleach and Color, Haircut",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID103,2025-04-05,"Classic Pedicure, Classic Manicure",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID104,2025-04-05,Premium Color,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID105,2025-04-05,"Premium Color, Cellophane Hair Spa",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID106,2025-04-05,"Eyebrow Tinting, Eyebrow Threading",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CTID107,2025-04-05,Keratin Treatment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID108,2025-04-06,"Deep Hydration Hair Mask, Premium Color",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID109,2025-04-06,"Eyebrow Tinting, Eyebrow Threading",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CTID110,2025-04-07,"Classic Pedicure, Classic Manicure, Callus-Removal Foot Spa",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID111,2025-04-07,"Haircut, Hair Rebonding",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID112,2025-04-08,Gluta IV Drip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CTID113,2025-04-08,"Classic Pedicure, Classic Manicure, Callus-Removal Foot Spa",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID114,2025-04-08,"Eyebrow Tinting, Eyebrow Threading",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CTID115,2025-04-08,"Classic Pedicure, Classic Manicure",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID116,2025-04-09,Hair Rebonding,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID117,2025-04-10,Eyebrow Threading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CTID118,2025-04-10,"Classic Pedicure, Haircut, Hair Rebonding",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID119,2025-04-10,"Classic Pedicure, Classic Manicure, Callus-Removal Foot Spa",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID120,2025-04-11,"Classic Pedicure, Classic Manicure",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID121,2025-04-11,Eyebrow Threading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CTID122,2025-04-11,Classic Pedicure,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID123,2025-04-11,"Deep Hydration Hair Mask, Premium Color, Haircut",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID124,2025-04-12,"Classic Pedicure, Classic Manicure, Callus-Removal Foot Spa",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID125,2025-04-12,"Deep Hydration Hair Mask, Premium Bleach and Color, Cellophane Hair Spa, Haircut",1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID126,2025-04-13,Keratin Treatment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID127,2025-04-14,"Premium Color, Haircut",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID128,2025-04-14,"Underarm Waxing, Hair Rebonding",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CTID129,2025-04-14,"Classic Pedicure, Classic Manicure",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID130,2025-04-15,Premium Color,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID131,2025-04-15,"Gluta IV Drip, Vitamin C Push",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CTID132,2025-04-15,"Eyebrow Threading, Eyelash Extensions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
CTID133,2025-04-16,Traditional Hot Oil,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID134,2025-04-16,"Classic Pedicure, Premium Color, Classic Manicure, Callus-Removal Foot Spa",0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID135,2025-04-17,"Eyebrow Tinting, Cellophane Hair Spa, Eyebrow Threading",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CTID136,2025-04-17,"Premium Color, Haircut",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID137,2025-04-17,"Haircut, Brazilian Blowout, Hair Rebonding",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID138,2025-04-18,Hair Rebonding,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID139,2025-04-18,"Premium Bleach and Color, Leg Waxing",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CTID140,2025-04-20,"Premium Color, Haircut",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID141,2025-04-20,Hair Rebonding,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID142,2025-04-20,"Haircut, Brazilian Blowout, Underarm Waxing",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CTID143,2025-04-21,"Classic Pedicure, Classic Manicure",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID144,2025-04-21,Brazilian Blowout,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID145,2025-04-22,Eyebrow Threading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CTID146,2025-04-23,"Classic Pedicure, Classic Manicure, Callus-Removal Foot Spa",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID147,2025-04-23,"Premium Bleach and Color, Haircut",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID148,2025-04-23,"Deep Hydration Hair Mask, Premium Bleach and Color, Haircut",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID149,2025-04-23,Brazilian Blowout,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID150,2025-04-24,"Gel Nail Extension, Eyebrow Threading",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
CTID151,2025-04-24,"Premium Color, Haircut",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID152,2025-04-24,"Classic Pedicure, Classic Manicure, Callus-Removal Foot Spa",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID153,2025-04-25,"Eyebrow Tinting, Eyebrow Threading",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CTID154,2025-04-25,"Premium Bleach and Color, Haircut",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID155,2025-04-25,Eyebrow Threading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CTID156,2025-04-26,"Haircut, Hair Rebonding",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID157,2025-04-26,Underarm Waxing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CTID158,2025-04-27,"Classic Pedicure, Classic Manicure",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID159,2025-04-27,"Eyebrow Tinting, Eyebrow Threading",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CTID160,2025-04-27,"Gluta IV Drip, Vitamin C Push",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CTID161,2025-04-27,"Premium Bleach and Color, Gluta IV Drip, Haircut",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CTID162,2025-04-28,"Classic Pedicure, Classic Manicure, Callus-Removal Foot Spa",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID163,2025-04-28,"Classic Pedicure, Cellophane Hair Spa, Classic Manicure, Callus-Removal Foot Spa",0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID164,2025-04-29,"Premium Bleach and Color, Haircut",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
