customer_transaction_id,transaction_date,services_availed,Total_Service_Cost,Total_Item_Cost,Total_Transaction_Cost,Haircut,Hair Styling,Premium Bleach and Color,Premium Color,Hair Rebonding,Brazilian Blowout,Keratin Treatment,Traditional Hot Oil,Cellophane Hair Spa,Scalp Detox,Deep Hydration Hair Mask,Classic Manicure,Classic Pedicure,Callus-Removal Foot Spa,Gel Nail Extension,Eyebrow Threading,Eyebrow Tinting,Eyelash Extensions,Gluta IV Drip,Vitamin C Push,Underarm Waxing,Brazilian Waxing,Bikini Waxing,Leg Waxing,Full-Body Waxing
CTID27,2025-03-14,"S00011, S00003, S00001",5650,4855,10505,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID28,2025-03-14,"S00017, S00007, S00016",3000,4855,7855,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CTID29,2025-03-14,"S00004, S00001",2850,3655,6505,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID30,2025-03-14,S00019,2500,4815,7315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CTID31,2025-03-14,"S00011, S00004",3300,1465,4765,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID32,2025-03-14,"S00025, S00011, S00004",5800,4855,10655,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CTID33,2025-03-14,"S00019, S00020",3500,1365,4865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CTID34,2025-03-15,"S00011, S00003, S00001",5650,1065,6715,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID35,2025-03-15,"S00013, S00012, S00014",1200,3655,4855,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID36,2025-03-15,"S00011, S00003, S00020, S00001",6650,1465,8115,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CTID37,2025-03-15,"S00013, S00012",550,3655,4205,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID38,2025-03-15,"S00013, S00012",550,1365,1915,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID39,2025-03-15,"S00001, S00022",1150,2855,4005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CTID40,2025-03-15,"S00019, S00020",3500,3655,7155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CTID41,2025-03-16,"S00003, S00001",4850,4855,9705,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID42,2025-03-16,"S00013, S00012",550,1655,2205,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID43,2025-03-16,"S00019, S00020",3500,4375,7875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CTID44,2025-03-17,"S00013, S00012",550,715,1265,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID45,2025-03-17,"S00013, S00012, S00014",1200,4375,5575,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID46,2025-03-18,"S00019, S00020",3500,4375,7875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CTID47,2025-03-18,"S00013, S00001, S00012",900,4855,5755,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID48,2025-03-19,"S00011, S00004",3300,2855,6155,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID49,2025-03-19,"S00013, S00012",550,4815,5365,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID50,2025-03-19,"S00003, S00001",4850,815,5665,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID51,2025-03-20,"S00004, S00001",2850,2315,5165,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID52,2025-03-21,"S00019, S00020",3500,4375,7875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CTID53,2025-03-21,S00007,2500,4855,7355,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID54,2025-03-22,"S00020, S00008",1600,3655,5255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CTID55,2025-03-22,"S00001, S00003, S00006",7850,2590,10440,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID56,2025-03-23,S00018,850,1655,2505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CTID57,2025-03-23,"S00017, S00004, S00016",3000,4855,7855,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CTID58,2025-03-23,"S00013, S00012, S00014",1200,1065,2265,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID59,2025-03-24,S00019,2500,5875,8375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CTID60,2025-03-24,"S00017, S00016",500,1065,1565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CTID61,2025-03-24,"S00013, S00012",550,4815,5365,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID62,2025-03-24,S00002,500,1715,2215,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID63,2025-03-24,"S00019, S00020",3500,1715,5215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CTID64,2025-03-24,"S00013, S00012",550,4375,4925,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID65,2025-03-24,S00005,3500,4855,8355,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID66,2025-03-25,"S00011, S00003, S00001",5650,4375,10025,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID67,2025-03-25,"S00004, S00001, S00021",3150,3655,6805,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CTID68,2025-03-25,"S00013, S00012, S00014",1200,4855,6055,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID69,2025-03-25,S00003,4500,4375,8875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID70,2025-03-25,"S00013, S00012",550,4855,5405,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID71,2025-03-25,"S00013, S00012",550,4815,5365,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID72,2025-03-26,"S00001, S00005",3850,4855,8705,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID73,2025-03-26,"S00017, S00016",500,3655,4155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CTID74,2025-03-26,"S00019, S00004, S00020",6000,1065,7065,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CTID75,2025-03-26,"S00001, S00005",3850,4375,8225,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID76,2025-03-26,"S00013, S00012, S00002",1050,4115,5165,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID77,2025-03-26,"S00013, S00025, S00012",3050,6615,9665,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
CTID78,2025-03-26,"S00013, S00012",550,5875,6425,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID79,2025-03-27,"S00017, S00006",3350,2855,6205,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CTID80,2025-03-27,"S00004, S00001",2850,4550,7400,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID81,2025-03-27,"S00013, S00012",550,1715,2265,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID82,2025-03-27,"S00013, S00012",550,2855,3405,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID83,2025-03-29,"S00013, S00012, S00014",1200,6615,7815,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID84,2025-03-30,S00007,2500,715,3215,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID85,2025-03-31,"S00011, S00004, S00009, S00001",4450,2315,6765,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID86,2025-03-31,"S00019, S00020",3500,1655,5155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CTID87,2025-04-01,"S00003, S00001",4850,1715,6565,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID88,2025-04-01,"S00003, S00001",4850,715,5565,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID89,2025-04-01,"S00007, S00001",2850,4855,7705,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID90,2025-04-02,"S00001, S00015, S00005",5050,3655,8705,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CTID91,2025-04-02,"S00013, S00012",550,3655,4205,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID92,2025-04-03,"S00017, S00016",500,4855,5355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CTID93,2025-04-03,"S00013, S00012",550,3655,4205,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID94,2025-04-03,"S00019, S00010, S00020",4250,4375,8625,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CTID95,2025-04-03,"S00019, S00020",3500,3655,7155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CTID96,2025-04-03,"S00019, S00020, S00023",4000,1065,5065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
CTID97,2025-04-03,S00020,1000,1065,2065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CTID98,2025-04-04,"S00003, S00001",4850,1365,6215,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID99,2025-04-04,S00019,2500,715,3215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CTID100,2025-04-04,"S00013, S00012, S00014",1200,465,1665,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID101,2025-04-05,"S00004, S00001, S00008",3450,465,3915,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID102,2025-04-05,"S00003, S00001",4850,3655,8505,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID103,2025-04-05,"S00013, S00012",550,1465,2015,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID104,2025-04-05,S00004,2500,4375,6875,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID105,2025-04-05,"S00004, S00009",3300,4815,8115,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID106,2025-04-05,"S00017, S00016",500,1065,1565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CTID107,2025-04-05,S00007,2500,1115,3615,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID108,2025-04-06,"S00011, S00004",3300,3655,6955,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID109,2025-04-06,"S00017, S00016",500,3655,4155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CTID110,2025-04-07,"S00013, S00012, S00014",1200,715,1915,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID111,2025-04-07,"S00001, S00005",3850,3655,7505,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID112,2025-04-08,S00019,2500,4855,7355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CTID113,2025-04-08,"S00013, S00012, S00014",1200,3655,4855,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID114,2025-04-08,"S00017, S00016",500,4375,4875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CTID115,2025-04-08,"S00013, S00012",550,4855,5405,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID116,2025-04-09,S00005,3500,4375,7875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID117,2025-04-10,S00016,150,4375,4525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CTID118,2025-04-10,"S00013, S00001, S00005",4150,715,4865,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID119,2025-04-10,"S00013, S00012, S00014",1200,815,2015,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID120,2025-04-11,"S00013, S00012",550,4115,4665,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID121,2025-04-11,S00016,150,1365,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CTID122,2025-04-11,S00013,300,3655,3955,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID123,2025-04-11,"S00011, S00004, S00001",3650,4855,8505,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID124,2025-04-12,"S00013, S00012, S00014",1200,5875,7075,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID125,2025-04-12,"S00011, S00003, S00009, S00001",6450,4855,11305,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID126,2025-04-13,S00007,2500,2315,4815,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID127,2025-04-14,"S00004, S00001",2850,715,3565,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID128,2025-04-14,"S00021, S00005",3800,6615,10415,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CTID129,2025-04-14,"S00013, S00012",550,2855,3405,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID130,2025-04-15,S00004,2500,4855,7355,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID131,2025-04-15,"S00019, S00020",3500,1065,4565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CTID132,2025-04-15,"S00016, S00018",1000,4815,5815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
CTID133,2025-04-16,S00008,600,4855,5455,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID134,2025-04-16,"S00013, S00004, S00012, S00014",3700,1115,4815,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID135,2025-04-17,"S00017, S00009, S00016",1300,5875,7175,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CTID136,2025-04-17,"S00004, S00001",2850,4115,6965,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID137,2025-04-17,"S00001, S00006, S00005",6850,815,7665,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID138,2025-04-18,S00005,3500,4855,8355,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID139,2025-04-18,"S00003, S00024",5200,4855,10055,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CTID140,2025-04-20,"S00004, S00001",2850,465,3315,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID141,2025-04-20,S00005,3500,4855,8355,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID142,2025-04-20,"S00001, S00006, S00021",3650,4375,8025,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CTID143,2025-04-21,"S00013, S00012",550,715,1265,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID144,2025-04-21,S00006,3000,3655,6655,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID145,2025-04-22,S00016,150,3655,3805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CTID146,2025-04-23,"S00013, S00012, S00014",1200,3655,4855,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID147,2025-04-23,"S00003, S00001",4850,1065,5915,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID148,2025-04-23,"S00011, S00003, S00001",5650,715,6365,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID149,2025-04-23,S00006,3000,1365,4365,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID150,2025-04-24,"S00015, S00016",1350,3655,5005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
CTID151,2025-04-24,"S00004, S00001",2850,4375,7225,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID152,2025-04-24,"S00013, S00012, S00014",1200,4855,6055,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID153,2025-04-25,"S00017, S00016",500,1715,2215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CTID154,2025-04-25,"S00003, S00001",4850,3655,8505,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID155,2025-04-25,S00016,150,3655,3805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CTID156,2025-04-26,"S00001, S00005",3850,1365,5215,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID157,2025-04-26,S00021,300,3655,3955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CTID158,2025-04-27,"S00013, S00012",550,3655,4205,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID159,2025-04-27,"S00017, S00016",500,5875,6375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CTID160,2025-04-27,"S00019, S00020",3500,5875,9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CTID161,2025-04-27,"S00003, S00019, S00001",7350,715,8065,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CTID162,2025-04-28,"S00013, S00012, S00014",1200,815,2015,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID163,2025-04-28,"S00013, S00009, S00012, S00014",2000,1365,3365,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID164,2025-04-29,"S00003, S00001",4850,715,5565,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID165,2025-04-29,"S00013, S00012",550,1655,2205,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID166,2025-04-29,"S00013, S00012",550,4375,4925,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID167,2025-04-29,"S00013, S00012, S00014",1200,815,2015,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
