hairstylist_transaction_id,customer_transaction_id,transaction_date,items_used,Professional Hair Shears,Thinning Scissors,Electric Hair Clippers,Trimmer,Sectioning Clips,Tail Comb,Wide-Tooth Comb,Round Brush,Paddle Brush,Blow Dryer,Flat Iron,Curling Wand,Hair Color Brush,Mixing Bowl,Highlighting Foil,Disposable Cape,Neck Strip,Bleach Powder,Developer (Vol 20/30),Hair Glaze/Toner
HTID29,CTID29,2025-03-11,"Disposable Cape, Tail Comb, Professional Hair Shears, Sectioning Clips, Blow Dryer, Neck Strip",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
HTID30,CTID30,2025-03-13,"Round Brush, Flat Iron, Sectioning Clips, Blow Dryer, Neck Strip",0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
HTID31,CTID31,2025-03-13,"Mixing Bowl, Disposable Cape, Hair Color Brush, Bleach Powder, Hair Glaze/Toner, Developer (Vol 20/30), Neck Strip",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
HTID32,CTID32,2025-03-13,"Disposable Cape, Tail Comb, Professional Hair Shears, Thinning Scissors, Sectioning Clips, Blow Dryer, Neck Strip",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
HTID33,CTID33,2025-03-14,"Mixing Bowl, Disposable Cape, Hair Color Brush, Highlighting Foil, Hair Glaze/Toner, Developer (Vol 20/30), Neck Strip",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1
HTID34,CTID34,2025-03-14,"Mixing Bowl, Disposable Cape, Hair Color Brush, Highlighting Foil, Bleach Powder, Developer (Vol 20/30), Neck Strip",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
HTID35,CTID35,2025-03-14,"Disposable Cape, Tail Comb, Professional Hair Shears, Sectioning Clips, Blow Dryer, Neck Strip",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
HTID36,CTID36,2025-03-15,"Mixing Bowl, Disposable Cape, Hair Color Brush, Bleach Powder, Hair Glaze/Toner, Developer (Vol 20/30), Neck Strip",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
HTID37,CTID37,2025-03-16,"Disposable Cape, Tail Comb, Professional Hair Shears, Sectioning Clips, Blow Dryer, Neck Strip",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
HTID38,CTID38,2025-03-16,"Mixing Bowl, Disposable Cape, Hair Color Brush, Highlighting Foil, Hair Glaze/Toner, Developer (Vol 20/30), Neck Strip",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1
HTID39,CTID39,2025-03-17,"Disposable Cape, Tail Comb, Professional Hair Shears, Thinning Scissors, Sectioning Clips, Neck Strip",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
HTID40,CTID40,2025-03-17,"Disposable Cape, Tail Comb, Professional Hair Shears, Sectioning Clips, Blow Dryer, Neck Strip",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
HTID41,CTID41,2025-03-17,"Disposable Cape, Tail Comb, Professional Hair Shears, Thinning Scissors, Sectioning Clips, Blow Dryer, Neck Strip",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
HTID42,CTID42,2025-03-17,"Disposable Cape, Tail Comb, Professional Hair Shears, Sectioning Clips, Neck Strip",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
HTID43,CTID43,2025-03-17,"Wide-Tooth Comb, Neck Strip, Electric Hair Clippers, Trimmer",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
HTID44,CTID44,2025-03-18,"Mixing Bowl, Disposable Cape, Hair Color Brush, Highlighting Foil, Developer (Vol 20/30), Neck Strip",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0
HTID45,CTID45,2025-03-18,"Wide-Tooth Comb, Neck Strip, Electric Hair Clippers, Trimmer",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
HTID46,CTID46,2025-03-18,"Wide-Tooth Comb, Neck Strip, Electric Hair Clippers, Trimmer",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
HTID47,CTID47,2025-03-18,"Disposable Cape, Tail Comb, Professional Hair Shears, Thinning Scissors, Sectioning Clips, Blow Dryer, Neck Strip",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
HTID48,CTID48,2025-03-19,"Disposable Cape, Tail Comb, Professional Hair Shears, Thinning Scissors, Sectioning Clips, Neck Strip",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
HTID49,CTID49,2025-03-19,"Round Brush, Flat Iron, Sectioning Clips, Blow Dryer, Neck Strip",0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
HTID50,CTID50,2025-03-20,"Mixing Bowl, Disposable Cape, Hair Color Brush, Bleach Powder, Developer (Vol 20/30), Neck Strip",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0
HTID51,CTID51,2025-03-20,"Neck Strip, Sectioning Clips, Blow Dryer, Round Brush",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
HTID52,CTID52,2025-03-20,"Wide-Tooth Comb, Neck Strip, Electric Hair Clippers, Trimmer",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
HTID53,CTID53,2025-03-20,"Disposable Cape, Tail Comb, Professional Hair Shears, Thinning Scissors, Sectioning Clips, Blow Dryer, Neck Strip",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
HTID54,CTID54,2025-03-21,"Disposable Cape, Tail Comb, Professional Hair Shears, Sectioning Clips, Blow Dryer, Neck Strip",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
HTID55,CTID55,2025-03-21,"Tail Comb, Flat Iron, Disposable Cape",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
HTID56,CTID56,2025-03-21,"Disposable Cape, Tail Comb, Professional Hair Shears, Sectioning Clips, Neck Strip",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
HTID57,CTID57,2025-03-22,"Disposable Cape, Tail Comb, Professional Hair Shears, Thinning Scissors, Sectioning Clips, Blow Dryer, Neck Strip",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
HTID58,CTID58,2025-03-22,"Mixing Bowl, Disposable Cape, Hair Color Brush, Highlighting Foil, Bleach Powder, Developer (Vol 20/30), Neck Strip",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
HTID59,CTID59,2025-03-22,"Professional Hair Shears, Trimmer, Wide-Tooth Comb, Electric Hair Clippers, Neck Strip",1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
HTID60,CTID60,2025-03-22,"Mixing Bowl, Disposable Cape, Hair Color Brush, Highlighting Foil, Bleach Powder, Developer (Vol 20/30), Neck Strip",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
HTID61,CTID61,2025-03-23,"Round Brush, Flat Iron, Sectioning Clips, Blow Dryer, Neck Strip",0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
HTID62,CTID62,2025-03-24,"Mixing Bowl, Disposable Cape, Hair Color Brush, Highlighting Foil, Bleach Powder, Hair Glaze/Toner, Developer (Vol 20/30), Neck Strip",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
HTID63,CTID63,2025-03-24,"Mixing Bowl, Disposable Cape, Hair Color Brush, Highlighting Foil, Bleach Powder, Hair Glaze/Toner, Developer (Vol 20/30), Neck Strip",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
HTID64,CTID64,2025-03-24,"Wide-Tooth Comb, Neck Strip, Electric Hair Clippers, Trimmer",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
HTID65,CTID65,2025-03-25,"Disposable Cape, Tail Comb, Professional Hair Shears, Thinning Scissors, Sectioning Clips, Blow Dryer, Neck Strip",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
HTID66,CTID66,2025-03-26,"Wide-Tooth Comb, Neck Strip, Electric Hair Clippers, Trimmer",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
HTID67,CTID67,2025-03-26,"Disposable Cape, Tail Comb, Professional Hair Shears, Sectioning Clips, Blow Dryer, Neck Strip",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
HTID68,CTID68,2025-03-27,"Disposable Cape, Tail Comb, Professional Hair Shears, Thinning Scissors, Sectioning Clips, Blow Dryer, Neck Strip",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
HTID69,CTID69,2025-03-27,"Wide-Tooth Comb, Neck Strip, Electric Hair Clippers, Trimmer",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
HTID70,CTID70,2025-03-28,"Disposable Cape, Tail Comb, Professional Hair Shears, Thinning Scissors, Sectioning Clips, Blow Dryer, Neck Strip",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
HTID71,CTID71,2025-03-28,"Round Brush, Flat Iron, Sectioning Clips, Blow Dryer, Neck Strip",0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
HTID72,CTID72,2025-03-28,"Disposable Cape, Tail Comb, Professional Hair Shears, Thinning Scissors, Sectioning Clips, Blow Dryer, Neck Strip",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
HTID73,CTID73,2025-03-29,"Disposable Cape, Tail Comb, Professional Hair Shears, Sectioning Clips, Blow Dryer, Neck Strip",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
HTID74,CTID74,2025-03-29,"Mixing Bowl, Disposable Cape, Hair Color Brush, Highlighting Foil, Bleach Powder, Developer (Vol 20/30), Neck Strip",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
HTID75,CTID75,2025-03-30,"Wide-Tooth Comb, Neck Strip, Electric Hair Clippers, Trimmer",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
HTID76,CTID76,2025-03-30,"Round Brush, Sectioning Clips, Blow Dryer, Neck Strip, Curling Wand",0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
HTID77,CTID77,2025-03-30,"Round Brush, Flat Iron, Sectioning Clips, Blow Dryer, Neck Strip, Curling Wand",0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0
HTID78,CTID78,2025-03-30,"Professional Hair Shears, Trimmer, Wide-Tooth Comb, Electric Hair Clippers, Neck Strip",1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
HTID79,CTID79,2025-04-01,"Disposable Cape, Tail Comb, Professional Hair Shears, Thinning Scissors, Sectioning Clips, Neck Strip",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
HTID80,CTID80,2025-04-01,"Sectioning Clips, Flat Iron, Blow Dryer",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
HTID81,CTID81,2025-04-01,"Mixing Bowl, Disposable Cape, Hair Color Brush, Highlighting Foil, Bleach Powder, Hair Glaze/Toner, Developer (Vol 20/30), Neck Strip",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
HTID82,CTID82,2025-04-02,"Disposable Cape, Tail Comb, Professional Hair Shears, Thinning Scissors, Sectioning Clips, Neck Strip",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
HTID83,CTID83,2025-04-02,"Round Brush, Flat Iron, Sectioning Clips, Blow Dryer, Neck Strip, Curling Wand",0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0
HTID84,CTID84,2025-04-02,"Mixing Bowl, Disposable Cape, Hair Color Brush, Highlighting Foil, Developer (Vol 20/30), Neck Strip",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0
HTID85,CTID85,2025-04-02,"Neck Strip, Sectioning Clips, Blow Dryer, Round Brush",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
HTID86,CTID86,2025-04-03,"Disposable Cape, Tail Comb, Professional Hair Shears, Sectioning Clips, Neck Strip",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
HTID87,CTID87,2025-04-03,"Mixing Bowl, Disposable Cape, Hair Color Brush, Highlighting Foil, Bleach Powder, Hair Glaze/Toner, Developer (Vol 20/30), Neck Strip",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
HTID88,CTID88,2025-04-04,"Mixing Bowl, Disposable Cape, Hair Color Brush, Highlighting Foil, Developer (Vol 20/30), Neck Strip",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0
HTID89,CTID89,2025-04-04,"Disposable Cape, Tail Comb, Professional Hair Shears, Thinning Scissors, Sectioning Clips, Blow Dryer, Neck Strip",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
HTID90,CTID90,2025-04-04,"Disposable Cape, Tail Comb, Professional Hair Shears, Sectioning Clips, Blow Dryer, Neck Strip",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
HTID91,CTID91,2025-04-04,"Disposable Cape, Tail Comb, Professional Hair Shears, Sectioning Clips, Blow Dryer, Neck Strip",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
HTID92,CTID92,2025-04-05,"Disposable Cape, Tail Comb, Professional Hair Shears, Thinning Scissors, Sectioning Clips, Blow Dryer, Neck Strip",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
HTID93,CTID93,2025-04-05,"Disposable Cape, Tail Comb, Professional Hair Shears, Sectioning Clips, Blow Dryer, Neck Strip",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
HTID94,CTID94,2025-04-06,"Wide-Tooth Comb, Neck Strip, Electric Hair Clippers, Trimmer",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
HTID95,CTID95,2025-04-07,"Disposable Cape, Tail Comb, Professional Hair Shears, Sectioning Clips, Blow Dryer, Neck Strip",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
HTID96,CTID96,2025-04-07,"Mixing Bowl, Disposable Cape, Hair Color Brush, Highlighting Foil, Bleach Powder, Developer (Vol 20/30), Neck Strip",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
HTID97,CTID97,2025-04-07,"Mixing Bowl, Disposable Cape, Hair Color Brush, Highlighting Foil, Bleach Powder, Developer (Vol 20/30), Neck Strip",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
HTID98,CTID98,2025-04-07,"Mixing Bowl, Disposable Cape, Hair Color Brush, Highlighting Foil, Hair Glaze/Toner, Developer (Vol 20/30), Neck Strip",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1
HTID99,CTID99,2025-04-08,"Mixing Bowl, Disposable Cape, Hair Color Brush, Highlighting Foil, Developer (Vol 20/30), Neck Strip",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0
HTID100,CTID100,2025-04-08,"Mixing Bowl, Disposable Cape, Hair Color Brush, Developer (Vol 20/30), Neck Strip",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0
HTID101,CTID101,2025-04-08,"Mixing Bowl, Disposable Cape, Hair Color Brush, Developer (Vol 20/30), Neck Strip",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0
HTID102,CTID102,2025-04-08,"Disposable Cape, Tail Comb, Professional Hair Shears, Sectioning Clips, Blow Dryer, Neck Strip",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
HTID103,CTID103,2025-04-08,"Mixing Bowl, Disposable Cape, Hair Color Brush, Bleach Powder, Hair Glaze/Toner, Developer (Vol 20/30), Neck Strip",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
HTID104,CTID104,2025-04-09,"Wide-Tooth Comb, Neck Strip, Electric Hair Clippers, Trimmer",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
HTID105,CTID105,2025-04-09,"Round Brush, Flat Iron, Sectioning Clips, Blow Dryer, Neck Strip",0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
HTID106,CTID106,2025-04-09,"Mixing Bowl, Disposable Cape, Hair Color Brush, Highlighting Foil, Bleach Powder, Developer (Vol 20/30), Neck Strip",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
HTID107,CTID107,2025-04-11,"Mixing Bowl, Disposable Cape, Hair Color Brush, Hair Glaze/Toner, Developer (Vol 20/30), Neck Strip",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1
HTID108,CTID108,2025-04-11,"Disposable Cape, Tail Comb, Professional Hair Shears, Sectioning Clips, Blow Dryer, Neck Strip",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
HTID109,CTID109,2025-04-11,"Disposable Cape, Tail Comb, Professional Hair Shears, Sectioning Clips, Blow Dryer, Neck Strip",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
HTID110,CTID110,2025-04-11,"Mixing Bowl, Disposable Cape, Hair Color Brush, Highlighting Foil, Developer (Vol 20/30), Neck Strip",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0
HTID111,CTID111,2025-04-12,"Disposable Cape, Tail Comb, Professional Hair Shears, Sectioning Clips, Blow Dryer, Neck Strip",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
HTID112,CTID112,2025-04-12,"Disposable Cape, Tail Comb, Professional Hair Shears, Thinning Scissors, Sectioning Clips, Blow Dryer, Neck Strip",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
HTID113,CTID113,2025-04-12,"Disposable Cape, Tail Comb, Professional Hair Shears, Sectioning Clips, Blow Dryer, Neck Strip",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
HTID114,CTID114,2025-04-12,"Wide-Tooth Comb, Neck Strip, Electric Hair Clippers, Trimmer",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
HTID115,CTID115,2025-04-12,"Disposable Cape, Tail Comb, Professional Hair Shears, Thinning Scissors, Sectioning Clips, Blow Dryer, Neck Strip",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
HTID116,CTID116,2025-04-12,"Wide-Tooth Comb, Neck Strip, Electric Hair Clippers, Trimmer",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
HTID117,CTID117,2025-04-13,"Wide-Tooth Comb, Neck Strip, Electric Hair Clippers, Trimmer",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
HTID118,CTID118,2025-04-13,"Mixing Bowl, Disposable Cape, Hair Color Brush, Highlighting Foil, Developer (Vol 20/30), Neck Strip",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0
HTID119,CTID119,2025-04-14,"Mixing Bowl, Disposable Cape, Hair Color Brush, Bleach Powder, Developer (Vol 20/30), Neck Strip",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0
HTID120,CTID120,2025-04-14,"Round Brush, Sectioning Clips, Blow Dryer, Neck Strip, Curling Wand",0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
HTID121,CTID121,2025-04-14,"Mixing Bowl, Disposable Cape, Hair Color Brush, Highlighting Foil, Hair Glaze/Toner, Developer (Vol 20/30), Neck Strip",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1
HTID122,CTID122,2025-04-17,"Disposable Cape, Tail Comb, Professional Hair Shears, Sectioning Clips, Blow Dryer, Neck Strip",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
HTID123,CTID123,2025-04-17,"Disposable Cape, Tail Comb, Professional Hair Shears, Thinning Scissors, Sectioning Clips, Blow Dryer, Neck Strip",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
HTID124,CTID124,2025-04-17,"Professional Hair Shears, Trimmer, Wide-Tooth Comb, Electric Hair Clippers, Neck Strip",1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
HTID125,CTID125,2025-04-17,"Disposable Cape, Tail Comb, Professional Hair Shears, Thinning Scissors, Sectioning Clips, Blow Dryer, Neck Strip",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
